serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
12246,1994,7,13,1007.5,1011.6,0.0,0.0,0.0,26.9,30.4,24.1,62,44,10.4,0
12247,1994,7,14,1006.0,1010.1,0.0,0.0,0.0,28.4,32.7,25.2,73,62,7.2,0
12248,1994,7,15,1003.8,1007.8,0.0,0.0,0.0,30.5,34.7,26.6,67,49,11.2,0
12249,1994,7,16,1003.4,1007.4,0.0,0.0,0.0,29.9,33.7,27.6,71,56,4.5,0
12250,1994,7,17,1004.2,1008.2,0.0,0.0,0.0,29.8,33.8,26.6,64,33,9.6,0
12251,1994,7,18,1005.6,1009.7,54.5,47.0,19.0,25.8,28.3,26.6,81,68,0.0,0
12252,1994,7,19,1005.2,1009.2,1.0,0.5,0.5,26.4,30.0,23.5,78,61,1.8,0
12253,1994,7,20,1005.2,1009.2,0.0,0.0,0.0,27.8,31.7,25.0,71,56,8.2,0
12254,1994,7,21,1004.5,1008.6,0.0,0.0,0.0,28.7,32.8,25.6,69,53,10.1,0
12255,1994,7,22,1004.0,1008.0,0.0,0.0,0.0,28.5,31.9,26.1,67,45,6.7,0
12256,1994,7,23,1003.2,1007.2,0.0,0.0,0.0,28.8,32.6,25.5,64,40,10.9,0
12257,1994,7,24,1001.7,1005.7,0.0,0.0,0.0,28.8,32.6,26.3,65,43,11.1,0
12258,1994,7,25,1002.3,1006.3,0.0,0.0,0.0,28.9,32.8,26.1,66,46,9.4,0
12259,1994,7,26,1002.2,1006.2,0.0,0.0,0.0,29.4,33.2,26.7,69,54,10.1,0
12260,1994,7,27,999.9,1003.9,0.0,0.0,0.0,29.8,33.8,27.0,65,44,8.6,0
12261,1994,7,28,998.2,1002.2,0.0,0.0,0.0,29.3,33.3,26.5,65,45,9.0,0
12262,1994,7,29,999.5,1003.6,13.5,4.0,1.5,26.0,27.2,24.5,81,65,0.0,0
12263,1994,7,30,1002.1,1006.2,2.5,4.0,1.0,27.9,31.4,24.8,80,60,1.9,0
12264,1994,7,31,1005.2,1009.2,1.5,1.0,0.5,30.2,34.4,27.1,65,48,9.9,0
12265,1994,8,1,1006.2,1010.2,0.0,0.0,0.0,30.6,33.9,26.6,71,58,7.7,0
12266,1994,8,2,1004.2,1008.1,0.0,0.0,0.0,31.3,35.5,27.8,67,47,9.7,0
12267,1994,8,3,1004.0,1008.0,0.0,0.0,0.0,32.3,39.1,27.7,56,33,8.5,0
12268,1994,8,4,1004.8,1008.7,0.0,0.0,0.0,32.4,36.6,29.3,57,39,11.2,0
12269,1994,8,5,1007.7,1011.7,5.0,4.5,4.0,30.5,35.9,25.5,66,40,3.6,0
12270,1994,8,6,1009.7,1013.7,0.0,0.0,0.0,29.7,33.3,26.5,73,59,5.1,0
12271,1994,8,7,1008.1,1012.2,0.0,0.0,0.0,30.7,34.6,28.0,71,55,7.4,0
12272,1994,8,8,1007.8,1011.8,0.0,0.0,0.0,30.6,34.3,27.9,71,51,8.2,0
12273,1994,8,9,1008.5,1012.6,0.0,0.0,0.0,30.2,34.0,28.1,66,46,8.9,0
12274,1994,8,10,1009.2,1013.2,0.0,0.0,0.0,30.0,34.2,27.4,65,46,10.2,0
12275,1994,8,11,1009.2,1013.2,0.0,0.0,0.0,29.5,33.5,27.3,68,50,9.8,0
12276,1994,8,12,1009.7,1013.8,3.5,3.0,3.0,29.2,33.0,26.3,71,55,6.7,0
12277,1994,8,13,1010.2,1014.2,0.0,0.0,0.0,29.6,33.4,27.5,66,43,8.4,0
12278,1994,8,14,1007.9,1012.0,0.0,0.0,0.0,30.0,33.5,27.7,62,50,12.9,0
12279,1994,8,15,1008.7,1012.8,0.0,0.0,0.0,30.0,34.2,27.3,64,48,12.7,0
12280,1994,8,16,1011.6,1015.7,0.0,0.0,0.0,29.8,35.0,26.4,63,33,12.8,0
12281,1994,8,17,1011.8,1015.8,0.0,0.0,0.0,29.8,34.2,26.4,63,42,10.3,0
12282,1994,8,18,1009.2,1013.2,0.0,0.0,0.0,29.1,32.9,26.4,61,49,9.7,0
12283,1994,8,19,1007.9,1011.9,0.0,0.0,0.0,28.6,32.5,25.4,64,44,7.5,0
12284,1994,8,20,1007.5,1011.6,38.5,20.0,7.5,25.2,30.4,21.9,77,53,1.0,0
12285,1994,8,21,1005.2,1009.3,38.5,6.5,2.5,23.1,24.9,21.4,87,76,0.4,0
12286,1994,8,22,1005.3,1009.4,6.5,6.0,4.5,22.7,25.9,20.4,79,70,0.3,0
12287,1994,8,23,1005.4,1009.5,0.5,0.5,0.5,25.3,29.4,22.0,72,52,4.1,0
12288,1994,8,24,1006.8,1010.9,0.0,0.0,0.0,26.4,30.9,23.3,70,52,7.4,0
12289,1994,8,25,1008.6,1012.6,0.0,0.0,0.0,26.8,29.9,24.4,69,55,1.8,0
12290,1994,8,26,1009.8,1013.8,0.0,0.0,0.0,28.0,31.8,25.0,68,54,9.2,0
12291,1994,8,27,1010.7,1014.7,0.0,0.0,0.0,28.4,31.9,25.5,69,53,11.5,0
12292,1994,8,28,1011.9,1016.0,0.0,0.0,0.0,28.9,32.9,24.8,71,54,10.7,0
12293,1994,8,29,1012.5,1016.6,0.0,0.0,0.0,29.1,32.7,26.2,69,47,7.3,0
12294,1994,8,30,1011.6,1015.7,0.0,0.0,0.0,29.2,33.0,26.6,69,43,6.5,0
12295,1994,8,31,1010.1,1014.1,0.0,0.0,0.0,28.9,32.5,26.5,68,56,8.4,0
12296,1994,9,1,1007.3,1011.3,3.5,3.5,3.5,28.0,31.8,23.8,72,59,5.2,0
12297,1994,9,2,1005.3,1009.4,42.5,31.0,16.5,26.1,31.3,22.6,76,49,6.5,0
12298,1994,9,3,1005.9,1010.0,0.5,0.5,0.5,26.6,30.2,23.6,68,40,5.7,0
12299,1994,9,4,1006.3,1010.3,0.0,0.0,0.0,27.0,31.3,23.1,65,40,10.7,0
12300,1994,9,5,1005.1,1009.1,0.0,0.0,0.0,27.1,31.6,23.3,62,33,8.2,0
12301,1994,9,6,1005.1,1009.2,0.0,0.0,0.0,28.5,32.9,24.3,65,51,8.7,0
12302,1994,9,7,1007.1,1011.2,0.0,0.0,0.0,29.1,32.9,26.8,68,53,7.4,0
12303,1994,9,8,1006.0,1010.1,0.0,0.0,0.0,27.4,31.7,23.9,72,57,4.7,0
12304,1994,9,9,1004.4,1008.5,0.0,0.0,0.0,27.6,32.4,23.1,66,42,10.1,0
12305,1994,9,10,1005.1,1009.1,0.0,0.0,0.0,28.3,31.7,25.9,72,54,6.8,0
12306,1994,9,11,1000.0,1004.0,0.0,0.0,0.0,29.2,32.8,26.4,71,54,9.8,0
12307,1994,9,12,1005.4,1009.5,13.0,10.5,6.0,25.8,28.6,21.3,69,52,0.9,0
12308,1994,9,13,1010.1,1014.3,29.0,6.5,1.5,20.4,23.1,18.3,84,73,0.5,0
12309,1994,9,14,1008.6,1012.8,25.0,6.0,1.5,20.4,22.8,18.3,88,77,0.0,0
12310,1994,9,15,1006.8,1011.0,21.5,5.5,1.0,20.9,22.2,19.8,88,82,0.0,0
12311,1994,9,16,1004.7,1008.8,6.5,3.0,1.0,24.1,29.5,20.9,84,60,2.5,0
12312,1994,9,17,1002.3,1006.4,1.0,0.0,0.0,25.5,28.5,24.0,82,67,2.9,0
12313,1994,9,18,998.9,1003.0,0.0,0.0,0.0,26.0,29.8,24.1,71,52,4.0,0
12314,1994,9,19,999.3,1003.4,0.5,0.5,0.5,24.4,26.9,22.8,71,58,2.6,0
12315,1994,9,20,1002.0,1006.1,0.0,0.0,0.0,26.1,31.0,20.6,56,28,11.2,0
12316,1994,9,21,1007.3,1011.4,0.0,0.0,0.0,24.8,27.4,21.8,53,37,5.6,0
12317,1994,9,22,1008.7,1012.9,5.0,1.5,0.5,22.2,25.4,20.3,77,56,0.0,0
12318,1994,9,23,1006.1,1010.2,4.5,3.5,2.0,21.6,25.1,19.4,81,61,3.1,0
12319,1994,9,24,1006.8,1010.9,14.0,2.5,1.5,21.5,22.7,20.9,88,83,0.0,0
12320,1994,9,25,1002.6,1006.7,6.5,3.5,2.0,22.2,25.1,20.2,82,58,1.3,0
12321,1994,9,26,1009.5,1013.7,0.5,0.5,0.5,22.2,26.3,18.7,61,44,5.5,0
12322,1994,9,27,1009.7,1013.9,4.5,2.0,1.0,20.0,21.3,18.8,83,66,0.0,0
12323,1994,9,28,1009.3,1013.5,47.0,12.0,4.0,20.0,20.8,19.1,91,84,0.0,0
12324,1994,9,29,1005.4,1009.6,3.5,2.0,0.5,22.8,26.7,19.1,87,77,0.0,0
12325,1994,9,30,997.8,1001.8,6.5,5.0,2.0,27.4,30.5,24.7,71,56,7.9,0
12326,1994,10,1,1004.7,1008.8,2.5,2.0,1.5,24.5,27.9,19.9,74,57,3.2,0
12327,1994,10,2,1010.3,1014.4,0.5,0.5,0.5,21.5,24.2,19.3,73,59,2.3,0
12328,1994,10,3,1013.4,1017.6,0.0,0.0,0.0,22.2,24.9,19.5,69,55,2.7,0
12329,1994,10,4,1013.2,1017.4,7.0,4.5,1.0,20.4,21.8,18.5,75,67,0.1,0
12330,1994,10,5,1009.9,1014.1,0.0,0.0,0.0,21.3,23.4,18.7,68,59,0.4,0
12331,1994,10,6,1012.3,1016.5,0.0,0.0,0.0,22.6,26.0,19.7,70,53,1.4,0
12332,1994,10,7,1018.4,1022.6,0.0,0.0,0.0,22.6,26.0,20.0,56,44,6.4,0
12333,1994,10,8,1021.5,1025.7,0.0,0.0,0.0,21.9,23.8,20.0,67,59,0.2,0
12334,1994,10,9,1020.0,1024.2,0.0,0.0,0.0,22.0,24.9,19.5,72,61,2.0,0
12335,1994,10,10,1018.6,1022.8,0.0,0.0,0.0,22.1,24.4,20.2,77,64,0.1,0
12336,1994,10,11,1014.9,1019.1,11.5,2.5,1.0,19.9,21.3,19.0,89,85,0.0,0
12337,1994,10,12,1008.2,1012.3,0.0,0.0,0.0,22.3,25.1,19.2,82,70,2.5,0
12338,1994,10,13,1004.6,1008.7,0.0,0.0,0.0,25.6,27.7,22.7,71,58,1.6,0
12339,1994,10,14,1011.0,1015.1,0.0,0.0,0.0,23.0,25.7,20.7,61,45,3.2,0
12340,1994,10,15,1017.3,1021.5,0.0,0.0,0.0,21.2,24.0,17.9,60,50,7.6,0
12341,1994,10,16,1008.2,1012.4,0.0,0.0,0.0,22.8,26.8,18.4,64,47,3.1,0
12342,1994,10,17,1007.9,1012.0,0.0,0.0,0.0,21.7,24.0,19.0,49,31,0.0,0
12343,1994,10,18,1016.1,1020.3,0.0,0.0,0.0,19.3,21.9,17.8,51,34,5.6,0
12344,1994,10,19,1015.6,1019.9,0.0,0.0,0.0,20.3,22.9,16.5,60,48,3.7,0
12345,1994,10,20,1010.9,1015.1,1.0,1.0,1.0,19.7,24.9,17.5,68,57,3.0,0
12346,1994,10,21,1014.1,1018.4,24.5,6.0,1.5,13.9,17.8,12.3,82,56,0.0,0
12347,1994,10,22,1004.6,1008.9,7.0,3.0,1.0,16.7,20.4,12.9,82,68,4.1,0
12348,1994,10,23,1014.3,1018.5,0.0,0.0,0.0,18.4,22.4,15.1,53,33,9.6,0
12349,1994,10,24,1021.4,1025.7,0.0,0.0,0.0,14.9,18.0,12.2,51,43,7.4,0
12350,1994,10,25,1021.1,1025.5,0.0,0.0,0.0,15.2,18.4,11.9,59,50,2.2,0
12351,1994,10,26,1018.1,1022.3,0.0,0.0,0.0,17.2,19.9,14.3,58,48,0.2,0
12352,1994,10,27,1016.1,1020.3,0.0,0.0,0.0,18.4,21.4,15.2,72,62,0.8,0
12353,1994,10,28,1011.4,1015.6,0.0,0.0,0.0,19.3,22.0,16.4,71,56,1.5,0
12354,1994,10,29,1004.3,1008.5,2.5,1.0,0.5,18.8,21.0,17.9,77,65,0.0,0
12355,1994,10,30,1009.0,1013.2,0.0,0.0,0.0,18.3,19.1,17.2,73,61,0.0,0
12356,1994,10,31,1011.9,1016.1,0.5,0.5,0.5,17.8,21.4,14.4,67,47,1.6,0
12357,1994,11,1,1021.8,1026.1,0.0,0.0,0.0,14.4,17.6,12.2,49,31,10.0,0
12358,1994,11,2,1020.3,1024.6,0.0,0.0,0.0,15.5,19.5,10.4,57,43,9.5,0
12359,1994,11,3,1013.1,1017.4,0.0,0.0,0.0,14.3,15.8,12.7,73,35,0.0,0
12360,1994,11,4,1021.0,1025.3,0.0,0.0,0.0,15.1,18.9,11.8,39,26,9.7,0
12361,1994,11,5,1025.6,1029.9,0.0,0.0,0.0,13.6,17.3,9.3,55,47,3.1,0
12362,1994,11,6,1015.7,1020.0,27.0,5.5,2.0,13.7,14.8,12.1,83,59,0.0,0
12363,1994,11,7,1012.5,1016.7,0.0,0.5,0.0,16.7,20.5,13.6,70,42,0.0,0
12364,1994,11,8,1024.3,1028.7,0.0,0.0,0.0,13.0,15.3,11.1,49,37,5.2,0
12365,1994,11,9,1023.5,1027.8,0.0,0.0,0.0,13.5,18.7,8.1,62,41,9.9,0
12366,1994,11,10,1014.9,1019.2,0.0,0.0,0.0,15.6,20.8,10.4,59,37,9.4,0
12367,1994,11,11,1017.0,1021.2,0.0,0.0,0.0,17.0,21.0,12.7,70,59,4.5,0
12368,1994,11,12,1017.3,1021.5,0.0,0.0,0.0,17.4,22.0,12.4,72,53,8.9,0
12369,1994,11,13,1019.7,1024.0,0.0,0.0,0.0,17.0,22.9,12.7,64,35,8.6,0
12370,1994,11,14,1026.2,1030.6,0.0,0.0,0.0,12.4,14.7,11.1,57,46,0.0,0
12371,1994,11,15,1029.6,1034.0,0.0,0.0,0.0,10.5,13.9,7.3,42,31,8.9,0
12372,1994,11,16,1032.1,1036.5,0.0,0.0,0.0,8.7,12.2,4.5,44,30,9.5,0
12373,1994,11,17,1027.3,1031.8,0.0,0.0,0.0,10.2,14.7,4.9,57,42,4.3,0
12374,1994,11,18,1019.0,1023.2,5.0,4.0,1.0,15.7,20.7,9.7,67,49,2.4,0
12375,1994,11,19,1009.9,1014.1,8.0,4.5,1.0,19.1,23.9,14.0,71,45,5.7,0
12376,1994,11,20,1013.6,1017.9,0.0,0.0,0.0,15.5,17.9,14.5,70,57,0.4,0
12377,1994,11,21,1017.0,1021.3,3.5,3.5,1.5,15.0,18.3,11.0,68,49,3.5,0
12378,1994,11,22,1016.0,1020.3,7.0,2.5,1.0,11.2,13.6,8.9,76,59,1.3,0
12379,1994,11,23,1019.1,1023.5,0.0,0.0,0.0,11.0,14.1,8.3,52,38,7.5,0
12380,1994,11,24,1021.3,1025.8,0.0,0.0,0.0,9.5,12.7,5.7,52,39,9.3,0
12381,1994,11,25,1010.9,1015.3,0.0,0.0,0.0,11.1,17.5,6.3,59,44,6.8,0
12382,1994,11,26,1007.7,1012.0,0.0,0.0,0.0,11.8,14.5,8.9,62,55,1.1,0
12383,1994,11,27,1008.3,1012.6,0.0,0.0,0.0,11.0,14.2,8.1,48,27,9.0,0
12384,1994,11,28,1014.1,1018.4,0.0,0.0,0.0,9.4,12.8,5.7,51,38,1.1,0
12385,1994,11,29,1013.6,1018.0,0.0,0.0,0.0,11.4,16.6,6.1,54,36,8.7,0
12386,1994,11,30,1018.5,1022.8,0.0,0.0,0.0,11.6,15.1,8.0,53,38,8.7,0
12387,1994,12,1,1018.3,1022.7,0.0,0.0,0.0,11.6,15.6,6.9,62,47,6.8,0
12388,1994,12,2,1008.9,1013.2,0.0,0.0,0.0,13.0,16.8,10.1,68,55,3.5,0
12389,1994,12,3,1006.5,1010.7,0.0,0.0,0.0,12.8,15.9,10.1,48,28,5.3,0
12390,1994,12,4,1009.5,1013.8,0.0,0.0,0.0,10.7,14.1,8.1,43,29,8.4,0
12391,1994,12,5,1005.1,1009.4,0.0,0.0,0.0,10.2,15.4,5.8,49,31,9.1,0
12392,1994,12,6,1012.5,1016.8,0.0,0.0,0.0,9.7,14.3,6.2,41,22,9.1,0
12393,1994,12,7,1009.0,1013.3,0.0,0.0,0.0,11.5,17.7,5.6,48,27,7.3,0
12394,1994,12,8,1016.1,1020.5,0.0,0.0,0.0,12.8,16.6,7.4,47,28,8.7,0
12395,1994,12,9,1002.8,1007.1,0.0,0.0,0.0,13.8,17.6,9.5,52,39,0.3,0
12396,1994,12,10,1013.5,1017.9,0.0,0.0,0.0,10.9,13.9,7.5,33,21,7.8,0
12397,1994,12,11,1014.5,1018.9,2.0,1.0,1.0,6.3,7.6,4.5,67,36,0.0,0
12398,1994,12,12,1008.2,1012.6,1.0,0.5,0.5,10.4,13.2,6.7,78,66,0.0,0
12399,1994,12,13,1005.2,1009.5,6.5,3.5,1.0,10.8,14.7,5.9,81,62,2.1,0
12400,1994,12,14,1009.3,1013.6,0.0,0.5,0.0,9.2,12.9,5.6,57,28,6.0,0
12401,1994,12,15,1009.2,1013.6,0.0,0.0,0.0,9.6,14.4,4.1,44,31,8.3,0
12402,1994,12,16,1015.5,1020.0,0.0,0.0,0.0,5.7,9.0,3.0,37,24,8.6,0
12403,1994,12,17,1023.1,1027.6,0.0,0.0,0.0,4.7,7.7,1.7,40,28,5.7,0
12404,1994,12,18,1020.0,1024.5,0.0,0.0,0.0,5.8,10.6,1.4,47,33,8.8,0
12405,1994,12,19,1026.0,1030.5,0.0,0.0,0.0,5.1,8.8,2.8,38,23,9.0,0
12406,1994,12,20,1026.9,1031.4,0.0,0.0,0.0,4.3,6.6,2.2,58,39,3.3,0
12407,1994,12,21,1018.3,1022.8,0.0,0.0,0.0,7.2,12.1,1.7,53,38,4.3,0
12408,1994,12,22,1021.4,1025.9,0.0,0.0,0.0,8.1,12.0,4.3,50,37,8.6,0
12409,1994,12,23,1020.0,1024.4,0.0,0.0,0.0,8.1,12.9,3.7,54,42,8.0,0
12410,1994,12,24,1016.8,1021.2,0.0,0.0,0.0,9.4,14.7,4.5,50,32,8.0,0
12411,1994,12,25,1015.9,1020.3,0.0,0.0,0.0,9.8,15.9,4.6,46,31,6.0,0
12412,1994,12,26,1023.3,1027.7,4.5,2.0,0.5,6.9,9.9,3.8,57,44,2.4,0
12413,1994,12,27,1011.5,1015.9,8.5,3.0,1.0,10.1,14.7,4.4,76,49,2.5,0
12414,1994,12,28,1011.4,1015.7,0.5,0.5,0.5,9.9,11.8,7.5,72,50,0.0,0
12415,1994,12,29,1018.6,1023.0,0.0,0.0,0.0,8.0,11.1,5.5,45,31,7.5,0
12416,1994,12,30,1021.5,1025.9,0.0,0.0,0.0,6.3,8.7,3.2,42,30,1.4,0
12417,1994,12,31,1008.2,1012.6,0.0,0.0,0.0,6.4,9.2,4.4,49,38,0.5,0
17166,2008,1,1,998.7,1003.1,0.0,0.0,0.0,6.0,10.9,1.8,36,16,6.9,0
17167,2008,1,2,1007.2,1011.7,0.0,0.0,0.0,6.2,11.2,1.1,35,19,9.1,0
17168,2008,1,3,1011.6,1016.1,0.0,0.0,0.0,5.9,10.4,1.5,45,29,9.1,0
17169,2008,1,4,1014.6,1019.1,0.0,0.0,0.0,7.0,12.1,2.7,43,24,9.0,0
17170,2008,1,5,1014.0,1018.6,0.0,0.0,0.0,6.0,8.7,4.0,53,39,3.7,0
17171,2008,1,6,1012.0,1016.5,0.0,0.0,0.0,7.5,13.5,2.0,59,29,9.1,0
17172,2008,1,7,1010.9,1015.4,0.0,0.0,0.0,8.4,12.0,4.2,63,43,1.3,0
17173,2008,1,8,1006.6,1011.0,0.0,0.0,0.0,9.7,13.9,3.8,64,48,8.6,0
17174,2008,1,9,1010.1,1014.5,0.0,0.0,0.0,10.4,12.6,8.0,54,38,3.3,0
17175,2008,1,10,1017.4,1021.9,0.0,0.0,0.0,9.0,12.5,5.7,50,37,7.7,0
17176,2008,1,11,1015.2,1019.6,0.0,0.0,0.0,9.3,13.0,4.6,49,36,6.5,0
17177,2008,1,12,1007.6,1012.0,6.0,2.0,0.5,6.9,10.8,4.2,72,49,0.0,0
17178,2008,1,13,1012.5,1017.0,0.0,0.0,0.0,4.8,8.2,2.6,33,23,4.1,0
17179,2008,1,14,1019.9,1024.5,0.0,0.0,0.0,4.0,5.9,1.9,35,28,0.0,0
17180,2008,1,15,1021.8,1026.3,0.0,0.0,0.0,5.4,7.6,3.0,34,27,4.9,0
17181,2008,1,16,1015.5,1020.1,0.0,0.0,0.0,5.9,9.8,3.1,44,32,8.0,0
17182,2008,1,17,1019.2,1023.7,0.0,0.0,0.0,3.9,7.9,1.4,42,20,7.6,0
17183,2008,1,18,1021.6,1026.2,0.0,0.0,0.0,3.6,5.7,2.1,36,31,0.6,0
17184,2008,1,19,1023.9,1028.5,0.0,0.0,0.0,4.8,8.3,2.1,30,18,7.7,0
17185,2008,1,20,1020.8,1025.4,0.0,0.0,0.0,5.0,8.2,1.2,32,22,2.6,0
17186,2008,1,21,1016.5,1021.0,0.0,0.0,0.0,4.9,6.4,3.4,43,30,0.0,0
17187,2008,1,22,1019.6,1024.2,0.0,0.0,0.0,4.4,6.5,1.4,43,31,4.5,0
17188,2008,1,23,1012.4,1016.9,10.5,2.0,0.5,3.0,5.7,1.1,73,37,0.0,0
17189,2008,1,24,1002.5,1007.0,0.0,0.0,0.0,5.0,8.9,1.8,48,21,8.1,0
17190,2008,1,25,1013.5,1018.0,0.0,0.0,0.0,3.4,7.0,0.8,27,19,9.5,0
17191,2008,1,26,1016.7,1021.3,0.0,0.0,0.0,4.1,8.2,1.5,27,18,5.1,0
17192,2008,1,27,1017.1,1021.7,0.0,0.0,0.0,4.1,7.8,1.0,29,18,9.6,0
17193,2008,1,28,1015.7,1020.2,0.0,0.0,0.0,4.7,7.7,0.8,37,25,4.3,0
17194,2008,1,29,1005.6,1010.1,1.0,0.5,0.5,5.2,6.7,4.1,60,42,0.0,0
17195,2008,1,30,1005.1,1009.5,0.0,0.0,0.0,8.0,12.2,2.9,58,31,6.6,0
17196,2008,1,31,1009.3,1013.8,0.0,0.0,0.0,6.2,10.3,3.7,36,20,7.3,0
17197,2008,2,1,1014.7,1019.3,0.0,0.0,0.0,5.0,9.4,1.8,29,19,9.5,0
17198,2008,2,2,1017.4,1022.0,0.0,0.0,0.0,4.8,7.1,2.1,35,26,0.9,0
17199,2008,2,3,1007.3,1011.8,23.0,2.5,0.5,1.5,5.0,0.7,83,53,0.0,0
17200,2008,2,4,1009.3,1013.8,0.0,0.0,0.0,4.7,8.5,-0.1,62,39,9.5,0
17201,2008,2,5,1012.5,1017.0,0.0,0.0,0.0,5.6,9.1,1.8,52,32,7.1,0
17202,2008,2,6,1010.9,1015.5,3.0,1.0,0.5,2.8,5.0,1.4,66,39,0.0,0
17203,2008,2,7,1008.1,1012.6,2.0,1.5,0.5,5.0,9.9,1.1,46,20,7.8,0
17204,2008,2,8,1014.1,1018.6,0.0,0.0,0.0,4.9,9.7,1.2,30,17,8.0,0
17205,2008,2,9,1015.1,1019.7,11.5,4.0,1.0,2.4,4.5,0.5,57,33,0.0,0
17206,2008,2,10,1011.1,1015.6,0.0,0.0,0.0,6.5,10.8,2.2,50,25,5.9,0
17207,2008,2,11,1016.6,1021.1,0.0,0.0,0.0,6.8,10.4,2.6,54,33,9.7,0
17208,2008,2,12,1002.1,1006.6,6.5,2.0,0.5,6.1,7.9,4.5,64,36,0.0,0
17209,2008,2,13,1005.5,1010.0,0.0,0.0,0.0,3.1,6.1,0.9,26,17,10.3,0
17210,2008,2,14,1008.2,1012.7,0.0,0.0,0.0,5.1,10.3,0.0,24,12,9.6,0
17211,2008,2,15,1008.5,1013.0,0.0,0.0,0.0,5.7,9.6,2.3,34,21,10.3,0
17212,2008,2,16,1011.8,1016.3,0.0,0.0,0.0,5.2,8.9,2.8,25,15,8.4,0
17213,2008,2,17,1017.0,1021.6,0.0,0.0,0.0,3.5,6.9,1.1,32,15,6.9,0
17214,2008,2,18,1022.1,1026.6,0.0,0.0,0.0,5.3,10.0,1.0,28,18,10.2,0
17215,2008,2,19,1019.7,1024.2,0.0,0.0,0.0,5.4,9.3,1.5,43,29,9.8,0
17216,2008,2,20,1013.2,1017.7,0.0,0.0,0.0,7.1,11.2,2.3,42,28,10.3,0
17217,2008,2,21,1017.0,1021.5,0.0,0.0,0.0,8.6,13.4,4.2,31,15,10.3,0
17218,2008,2,22,1013.5,1018.0,0.0,0.0,0.0,9.5,13.9,4.0,36,23,9.7,0
17219,2008,2,23,997.1,1001.5,0.0,0.0,0.0,7.3,17.0,0.7,42,26,7.4,0
17220,2008,2,24,1006.8,1011.3,0.0,0.0,0.0,3.7,8.0,0.8,29,21,10.5,0
17221,2008,2,25,1020.9,1025.4,0.0,0.0,0.0,4.8,8.0,1.1,31,18,10.6,0
17222,2008,2,26,1007.5,1011.9,10.5,9.5,2.5,8.7,14.2,2.9,51,39,1.5,0
17223,2008,2,27,999.8,1004.3,0.5,1.0,0.5,6.4,9.4,3.1,31,16,9.2,0
17224,2008,2,28,1007.8,1012.3,0.0,0.0,0.0,6.6,11.9,2.9,26,14,10.7,0
17225,2008,2,29,1002.3,1006.8,0.0,0.0,0.0,7.8,12.0,2.9,41,28,10.7,0
17226,2008,3,1,1001.5,1005.9,0.0,0.0,0.0,8.8,14.2,4.9,36,22,8.2,0
17227,2008,3,2,1011.0,1015.4,0.0,0.0,0.0,8.6,11.7,4.8,39,27,6.2,0
17228,2008,3,3,1003.1,1007.5,0.0,0.0,0.0,9.3,14.4,5.2,48,25,5.4,0
17229,2008,3,4,1005.7,1010.2,0.5,0.5,0.5,8.0,11.6,5.7,40,24,8.1,0
17230,2008,3,5,1011.1,1015.6,0.0,0.0,0.0,6.4,10.6,3.6,31,15,6.0,0
17231,2008,3,6,1015.5,1020.0,0.0,0.0,0.0,7.4,11.5,2.8,28,13,8.7,0
17232,2008,3,7,1014.0,1018.5,4.0,4.0,2.5,7.8,13.6,4.7,48,22,7.4,0
17233,2008,3,8,1018.5,1023.0,0.0,0.0,0.0,8.6,13.3,3.2,35,18,11.0,0
17234,2008,3,9,1017.0,1021.5,0.0,0.0,0.0,10.4,15.6,4.2,38,22,9.5,0
17235,2008,3,10,1009.9,1014.3,4.0,2.5,1.0,9.0,11.6,5.8,64,40,1.2,0
17236,2008,3,11,1013.1,1017.5,0.0,0.0,0.0,12.6,17.7,6.4,60,38,10.5,0
17237,2008,3,12,1022.4,1026.9,0.0,0.0,0.0,9.7,13.4,6.8,46,25,8.8,0
17238,2008,3,13,1023.4,1027.9,0.0,0.0,0.0,10.3,14.3,5.8,52,37,9.5,0
17239,2008,3,14,1014.6,1019.0,34.5,10.0,3.5,13.3,16.8,9.7,76,62,0.0,0
17240,2008,3,15,1010.9,1015.2,3.0,3.5,1.5,14.7,19.4,12.4,59,20,9.8,0
17241,2008,3,16,1008.9,1013.3,0.0,0.0,0.0,14.5,19.1,10.7,63,46,7.2,0
17242,2008,3,17,1012.5,1016.9,0.0,0.0,0.0,13.1,16.1,11.4,51,37,2.1,0
17243,2008,3,18,1017.0,1021.4,0.0,0.0,0.0,12.6,16.1,10.2,51,41,6.8,0
17244,2008,3,19,1014.0,1018.5,8.5,4.0,1.0,12.1,14.5,9.6,70,56,0.3,0
17245,2008,3,20,1008.0,1012.5,29.5,3.0,1.0,9.2,11.5,7.8,80,66,0.0,0
17246,2008,3,21,1010.0,1014.5,0.5,0.5,0.5,10.7,14.6,8.1,44,24,0.0,0
17247,2008,3,22,1014.0,1018.4,0.0,0.0,0.0,11.9,17.7,7.1,37,19,11.2,1
17248,2008,3,23,1012.7,1017.1,0.0,0.0,0.0,12.3,18.1,7.1,45,17,9.5,0
17249,2008,3,24,1006.3,1010.7,8.0,5.0,1.5,9.4,11.2,8.1,80,59,0.0,0
17250,2008,3,25,1007.2,1011.6,0.0,0.0,0.0,12.5,18.0,7.9,67,45,8.7,0
17251,2008,3,26,1003.3,1007.6,0.0,0.0,0.0,14.4,20.4,10.3,58,25,8.6,0
